Wall time,Step,Value
1694287143.231681,547,0.011633910238742828
1694287159.7332642,548,0.011562303639948368
1694287175.9632986,549,0.022774234414100647
1694287192.5353513,550,0.006177639588713646
1694287208.9412649,551,0.009145875461399555
1694287225.3142157,552,0.012603393755853176
1694287242.201647,553,0.011627210304141045
1694287258.6366231,554,0.009013487957417965
1694287275.1284053,555,0.00893968716263771
1694287291.5346775,556,0.010882755741477013
1694287308.2019668,557,0.011695819906890392
1694287324.4226978,558,0.05211152508854866
1694287340.8889327,559,0.02507995069026947
1694287357.3397858,560,0.02756490744650364
1694287373.8229296,561,0.03964860364794731
1694287390.2376173,562,0.007791575510054827
1694287406.550433,563,0.01586899533867836
1694287423.0899844,564,0.005990698933601379
1694287439.6575532,565,0.010782252997159958
1694287456.1163032,566,0.012434609234333038
1694287472.6103845,567,0.007534990087151527
1694287489.1970522,568,0.012151222676038742
1694287505.5036056,569,0.015573689714074135
1694287521.7850046,570,0.0167422853410244
1694287538.1421762,571,0.007414111401885748
1694287554.5838542,572,0.011261854320764542
1694287570.9164813,573,0.012211139313876629
1694287587.2427857,574,0.02160003036260605
1694287603.7036111,575,0.005298847332596779
1694287620.1924303,576,0.010657226666808128
1694287636.6584122,577,0.011104132048785686
1694287653.6701994,578,0.010613810271024704
1694287670.157429,579,0.009493359364569187
1694287686.6572053,580,0.013522247783839703
1694287702.942608,581,0.012163028120994568
1694287719.5375633,582,0.007260716054588556
1694287736.2218945,583,0.009583969600498676
1694287752.564817,584,0.011415086686611176
1694287768.9110441,585,0.012899495661258698
1694287785.2286751,586,0.011434811167418957
1694287801.6090894,587,0.015433824621140957
1694287817.9677324,588,0.016788039356470108
1694287834.519533,589,0.012691531330347061
1694287850.7477689,590,0.01764703541994095
1694287867.3590703,591,0.006658837199211121
1694287884.0536911,592,0.010800560936331749
1694287900.4153478,593,0.012059047818183899
1694287917.1290796,594,0.012757345102727413
1694287933.375166,595,0.03297847509384155
1694287949.7558262,596,0.006456948816776276
1694287966.0521836,597,0.009933262132108212
1694287982.5874832,598,0.014323240146040916
1694287998.9134266,599,0.013717636466026306
1694288015.5629675,600,0.008109495975077152
1694288032.0545175,601,0.008546619676053524
1694288048.2629137,602,0.010280856862664223
1694288064.398229,603,0.011616945266723633
1694288080.699043,604,0.011379688046872616
1694288097.023207,605,0.014479616656899452
1694288113.5410337,606,0.016678957268595695
1694288130.0915122,607,0.005832312162965536
1694288146.699751,608,0.009620537050068378
1694288163.3040738,609,0.01134586613625288
1694288180.0119367,610,0.012023162096738815
1694288196.4417722,611,0.007992004044353962
1694288213.0161114,612,0.015809744596481323
1694288229.2257001,613,0.021456977352499962
1694288245.7133896,614,0.007882929407060146
1694288262.064668,615,0.012421072460711002
1694288278.5148528,616,0.01271873526275158
1694288294.8968725,617,0.014288890175521374
1694288311.475814,618,0.007268195506185293
1694288328.0516264,619,0.010197925381362438
1694288344.5704937,620,0.010817979462444782
1694288360.9852886,621,0.008018138818442822
1694288377.3649938,622,0.010670813731849194
1694288393.737002,623,0.011389506980776787
1694288410.0908005,624,0.01011655293405056
1694288426.2268178,625,0.009923839010298252
1694288442.70676,626,0.012100482359528542
1694288459.1114466,627,0.011866673827171326
1694288475.509862,628,0.007129688281565905
1694288492.0272086,629,0.009768206626176834
1694288508.5089552,630,0.011969760991632938
1694288525.0373967,631,0.013165115378797054
1694288541.373132,632,0.04624590277671814
1694288557.9123,633,0.024902518838644028
1694288574.696486,634,0.040327250957489014
1694288590.9942658,635,0.006541740149259567
1694288607.273824,636,0.011145328171551228
1694288623.7248497,637,0.011664011515676975
1694288639.8906956,638,0.012523600831627846
1694288656.3598056,639,0.00649750791490078
1694288672.831807,640,0.009263426996767521
1694288689.2597818,641,0.01129807811230421
1694288705.7111213,642,0.008346331305801868
1694288722.2298644,643,0.012635868042707443
1694288738.7336643,644,0.02299937978386879
1694288755.0995033,645,0.03094908408820629
1694288771.380061,646,0.02159741334617138
1694288787.4411416,647,0.03467978909611702
1694288803.9625077,648,0.008484385907649994
1694288820.359236,649,0.008617564104497433
1694288836.8621635,650,0.01100193988531828
1694288853.2718234,651,0.012811399064958096
1694288869.6159601,652,0.009291741997003555
1694288886.1347556,653,0.01066004578024149
1694288902.5498738,654,0.013034898787736893
1694288919.0219488,655,0.013431582599878311
1694288935.3077073,656,0.005698098801076412
1694288951.797407,657,0.00894919317215681
1694288968.2160182,658,0.01201492827385664
1694288984.3228068,659,0.006780290976166725
1694289000.5909107,660,0.011771789751946926
1694289017.066777,661,0.01583581417798996
1694289033.7256112,662,0.0159311480820179
1694289050.2213173,663,0.007384199183434248
1694289066.6025996,664,0.01226411946117878
1694289082.8887143,665,0.01180554460734129
1694289098.9523034,666,0.014614268206059933
1694289115.4090703,667,0.006766864564269781
1694289131.7079508,668,0.009750653058290482
1694289147.7052228,669,0.011029773391783237
1694289164.075024,670,0.018040809780359268
1694289180.5664253,671,0.006598521489650011
1694289196.8853421,672,0.009022068232297897
1694289213.3032482,673,0.012205451726913452
1694289229.6110048,674,0.012171200476586819
1694289246.0594492,675,0.024446124210953712
1694289262.3120258,676,0.012164286337792873
1694289278.5896707,677,0.016148749738931656
1694289294.9033587,678,0.01960943266749382
1694289311.2412057,679,0.008822024799883366
1694289327.5158856,680,0.011839110404253006
1694289344.1024296,681,0.006247814279049635
1694289360.5294085,682,0.011649185791611671
1694289376.72186,683,0.012063676491379738
1694289393.100779,684,0.005299128592014313
1694289409.489512,685,0.01018096599727869
1694289425.7802587,686,0.011914963833987713
1694289442.104279,687,0.007777032908052206
1694289458.538235,688,0.012671022675931454
1694289474.7378266,689,0.015035253949463367
1694289490.966394,690,0.016420088708400726
1694289507.3205159,691,0.007401028648018837
1694289523.5016396,692,0.010833701118826866
1694289539.808181,693,0.021987851709127426
1694289556.158885,694,0.00673386175185442
1694289572.7844603,695,0.007292867638170719
1694289589.4526572,696,0.01079215295612812
1694289606.0003917,697,0.010183462873101234
1694289622.4309847,698,0.008506909012794495
1694289638.9241168,699,0.011085357517004013
1694289655.2971656,700,0.012009171769022942
1694289671.6263452,701,0.007497670594602823
1694289688.0912192,702,0.008440631441771984
1694289704.539042,703,0.009104038588702679
1694289721.100401,704,0.005889694672077894
1694289737.5830195,705,0.009421024471521378
1694289754.0445418,706,0.010609359480440617
1694289770.6118155,707,0.0054647549986839294
1694289786.9398625,708,0.008250538259744644
1694289803.4801462,709,0.008364844135940075
1694289819.948406,710,0.011601263657212257
1694289836.3462005,711,0.011159505695104599
1694289852.936105,712,0.01403049100190401
1694289869.3069367,713,0.007161802612245083
1694289885.8188965,714,0.009505100548267365
1694289902.1907163,715,0.010364479385316372
1694289918.4807847,716,0.015462873503565788
1694289935.0730884,717,0.006294751074165106
1694289951.5046709,718,0.008139842189848423
1694289967.894602,719,0.009944430552423
1694289984.1785583,720,0.01168389618396759
1694290000.690953,721,0.006957514211535454
1694290017.2633574,722,0.006889920681715012
1694290033.7480602,723,0.008306263014674187
1694290050.0464897,724,0.008823412470519543
1694290066.687077,725,0.006945443339645863
1694290083.2050526,726,0.0073852138593792915
1694290099.4406157,727,0.010113801807165146
1694290115.8378565,728,0.005247764755040407
1694290132.2748976,729,0.007396027911454439
1694290148.671649,730,0.008347827941179276
1694290165.2325158,731,0.005725356284528971
1694290181.7529347,732,0.00826441589742899
1694290198.1665542,733,0.00955431442707777
1694290214.660061,734,0.00941363163292408
1694290231.261526,735,0.006232411600649357
1694290248.52115,736,0.008229455910623074
1694290264.9749742,737,0.009437786415219307
1694290281.4016724,738,0.009503892622888088
1694290297.7754507,739,0.030011681839823723
1694290314.2328281,740,0.017340339720249176
1694290330.4522345,741,0.02972305752336979
1694290346.8674407,742,0.08006814867258072
1694290363.142581,743,0.005578109063208103
1694290379.3486707,744,0.007014381233602762
1694290395.918632,745,0.009234878234565258
1694290412.4497352,746,0.009603380225598812
1694290428.7889504,747,0.0097506083548069
1694290445.1362238,748,0.008799700066447258
1694290461.6739028,749,0.00979783944785595
1694290477.959619,750,0.011598918586969376
1694290494.66809,751,0.007347015663981438
1694290511.0856516,752,0.007453711237758398
1694290527.2934625,753,0.009672237560153008
1694290543.738581,754,0.009201938286423683
1694290560.1458397,755,0.009416423738002777
1694290576.8041666,756,0.015425445511937141
1694290593.198438,757,0.005664625205099583
1694290609.595396,758,0.007118354085832834
1694290626.096674,759,0.008819561451673508
1694290642.4107578,760,0.008799539878964424
1694290659.0182388,761,0.0066142817959189415
1694290675.3222506,762,0.009246744215488434
1694290691.7556257,763,0.010754263028502464
1694290708.271213,764,0.009392371401190758
1694290724.6569195,765,0.005805678199976683
1694290741.0672243,766,0.007907996885478497
1694290757.3657255,767,0.012946857139468193
1694290773.6630418,768,0.010610115714371204
1694290789.5749032,769,0.013352648355066776
1694290805.9863245,770,0.015788152813911438
1694290822.9969976,771,0.006746742874383926
1694290839.4972196,772,0.006903895642608404
1694290855.9848213,773,0.007972276769578457
1694290872.4571502,774,0.008710677735507488
1694290888.9921515,775,0.007529375143349171
1694290905.5123575,776,0.008239958435297012
1694290922.0481477,777,0.009774451144039631
1694290938.3630948,778,0.009982905350625515
1694290954.9095132,779,0.008276094682514668
1694290971.4159186,780,0.009865274652838707
1694290988.057417,781,0.012103687971830368
1694291004.5192978,782,0.005796380806714296
1694291020.9814239,783,0.007900487631559372
1694291037.327061,784,0.009849403984844685
1694291053.8370047,785,0.009625544771552086
1694291070.2253075,786,0.005411528050899506
1694291086.6155696,787,0.008288000710308552
1694291102.9959016,788,0.009490802884101868
1694291119.2337189,789,0.010112259536981583
1694291135.8315508,790,0.006639209110289812
1694291152.3209872,791,0.010244354605674744
1694291168.7883341,792,0.010943843051791191
1694291185.1815445,793,0.005677401553839445
1694291202.0266933,794,0.006939325015991926
1694291218.5458252,795,0.007837845012545586
1694291234.9806178,796,0.008656234480440617
1694291251.2234304,797,0.0446578674018383
1694291267.6352842,798,0.02133135125041008
1694291283.8537781,799,0.019342252984642982
1694291300.2845418,800,0.030480412766337395
1694291316.7690308,801,0.006835096515715122
1694291333.2752042,802,0.00685680378228426
1694291349.888806,803,0.00821541529148817
1694291366.419511,804,0.008969222195446491
1694291382.8356571,805,0.00576359499245882
1694291399.1981552,806,0.008616868406534195
1694291415.5382917,807,0.010236011818051338
1694291432.0450473,808,0.010718724690377712
1694291448.7235239,809,0.005508797708898783
1694291465.0221665,810,0.007300169672816992
1694291481.2959146,811,0.008588950149714947
1694291497.5791483,812,0.008801957592368126
1694291514.1643858,813,0.007898525334894657
1694291530.527844,814,0.009854213334619999
1694291547.0875554,815,0.011265736073255539
1694291563.6185534,816,0.006743345409631729
1694291580.2313032,817,0.008748832158744335
1694291596.9602535,818,0.009708738885819912
1694291613.4442177,819,0.015218422748148441
1694291630.0143807,820,0.006975136697292328
1694291646.503598,821,0.008840064518153667
1694291662.7454944,822,0.01041598804295063
1694291678.9528437,823,0.012212122790515423
1694291695.3712196,824,0.008230180479586124
1694291711.5507314,825,0.007311275228857994
1694291727.9748359,826,0.009592999704182148
1694291744.290477,827,0.009549986571073532
1694291760.767464,828,0.005600716918706894
1694291777.2407093,829,0.008907785639166832
1694291793.5637105,830,0.008928250521421432
1694291809.9441228,831,0.00929343793541193
1694291826.5118654,832,0.005923280492424965
1694291843.055632,833,0.008242391981184483
1694291859.4351468,834,0.009649503976106644
1694291875.7194777,835,0.009155400097370148
1694291892.004593,836,0.005567682906985283
1694291908.4193418,837,0.00851983018219471
1694291924.5419116,838,0.009420971386134624
1694291940.8610446,839,0.007868857122957706
1694291957.7608483,840,0.010392000898718834
1694291974.0657952,841,0.02178817428648472
1694291990.3623703,842,0.005278595723211765
1694292006.6328247,843,0.00801923405379057
1694292022.8356342,844,0.009291152469813824
1694292039.2316072,845,0.010064125061035156
1694292055.630077,846,0.009756078943610191
1694292071.8513877,847,0.008553778752684593
1694292087.8986232,848,0.010620559565722942
1694292103.8788414,849,0.011987066827714443
1694292119.947274,850,0.006233798805624247
1694292136.0838323,851,0.00723774079233408
1694292152.261373,852,0.005434861872345209
1694292168.5457206,853,0.007716290652751923
1694292184.523118,854,0.009221241809427738
1694292200.548913,855,0.00825916975736618
1694292216.5522394,856,0.006714116781949997
1694292232.4833958,857,0.01152894739061594
1694292248.6055562,858,0.011711153201758862
1694292264.3715699,859,0.013211656361818314
1694292280.3387275,860,0.0056162490509450436
1694292296.355707,861,0.00890901405364275
1694292312.3785753,862,0.009958354756236076
1694292328.5980084,863,0.00900447927415371
1694292345.2514482,864,0.0077944230288267136
1694292361.3955774,865,0.008496013469994068
1694292377.618261,866,0.01278859656304121
1694292394.010762,867,0.006271937396377325
1694292410.0492358,868,0.00955686904489994
1694292426.274921,869,0.010507730767130852
1694292442.401905,870,0.007608568295836449
1694292458.6462116,871,0.007637774106115103
1694292474.6690493,872,0.008867344819009304
1694292490.6100235,873,0.009912680834531784
1694292506.7052646,874,0.01039255689829588
1694292522.904121,875,0.00888783484697342
1694292539.003142,876,0.01014498807489872
1694292555.1055982,877,0.010700480081140995
1694292571.168311,878,0.006417562253773212
1694292587.3242626,879,0.007117432542145252
1694292603.4452627,880,0.00781642459332943
1694292619.2990944,881,0.008319511078298092
1694292635.5283132,882,0.005518974270671606
1694292651.5936027,883,0.00825349148362875
1694292667.7181983,884,0.009652668610215187
1694292683.751111,885,0.009754376485943794
1694292699.7751231,886,0.05289014056324959
1694292716.0580575,887,0.01622132584452629
1694292731.958717,888,0.025225356221199036
1694292748.0438342,889,0.006030624266713858
1694292764.1656559,890,0.008065525442361832
1694292780.0955658,891,0.008794138208031654
1694292796.0850186,892,0.011843815445899963
1694292812.0964289,893,0.007919051684439182
1694292828.0659397,894,0.009314842522144318
1694292843.882867,895,0.010284584946930408
1694292859.9192195,896,0.011514627374708652
1694292876.118057,897,0.006604477297514677
1694292892.305177,898,0.006834564730525017
1694292908.3855188,899,0.008329153060913086
1694292924.557133,900,0.00946225319057703
1694292940.706822,901,0.006384163163602352
1694292956.8041933,902,0.00822893250733614
1694292972.695034,903,0.00948357954621315
1694292988.764962,904,0.010312067344784737
1694293004.9025464,905,0.008263924159109592
1694293020.8858871,906,0.009734329767525196
1694293036.8579662,907,0.010023531503975391
1694293052.9164124,908,0.011158031411468983
1694293069.1605232,909,0.004895937629044056
1694293085.325555,910,0.00830022618174553
1694293101.655663,911,0.009749211370944977
1694293117.7112095,912,0.010015505366027355
1694293133.7696955,913,0.008898510597646236
1694293149.9132473,914,0.009816732257604599
1694293165.8449724,915,0.011594160459935665
1694293181.8563914,916,0.010583859868347645
1694293197.823805,917,0.029814427718520164
1694293213.9887455,918,0.005267025902867317
1694293230.2924743,919,0.006720372475683689
1694293246.3273969,920,0.008071402087807655
1694293262.542365,921,0.008639100007712841
1694293278.6334302,922,0.00913944561034441
1694293294.6554346,923,0.010396537370979786
1694293310.7456372,924,0.00974810030311346
1694293326.8088548,925,0.009636820293962955
1694293342.8494496,926,0.010325981304049492
1694293358.886682,927,0.007161058019846678
1694293375.0432189,928,0.008148189634084702
1694293391.088173,929,0.008064481429755688
1694293406.881915,930,0.0678187757730484
1694293423.1187146,931,0.015831075608730316
1694293439.1394327,932,0.02283073589205742
1694293454.9483163,933,0.03513714298605919
1694293471.5035467,934,0.005495224613696337
1694293487.3704014,935,0.008156160824000835
1694293503.3138912,936,0.00786636397242546
1694293519.3536277,937,0.008468633517622948
1694293535.4984899,938,0.00956832617521286
1694293551.1911106,939,0.015493395738303661
1694293567.2519166,940,0.0069542839191854
1694293583.1021996,941,0.009635640308260918
1694293599.0113764,942,0.010606026276946068
1694293615.2123826,943,0.006591695360839367
1694293631.0027802,944,0.006955588236451149
1694293646.9118118,945,0.008221839554607868
1694293662.863877,946,0.044095322489738464
1694293678.6335404,947,0.03263617306947708
1694293694.626758,948,0.006178963929414749
1694293710.733675,949,0.009301756508648396
1694293726.8501081,950,0.010654627345502377
1694293742.817617,951,0.011023788712918758
1694293758.9348173,952,0.005472847726196051
1694293774.9208472,953,0.00801671389490366
1694293791.0349183,954,0.009650052525103092
1694293807.1194122,955,0.007153674960136414
1694293823.174727,956,0.009381163865327835
1694293839.632347,957,0.010987445712089539
1694293855.6913974,958,0.011930889450013638
1694293871.7830954,959,0.00611004838719964
1694293887.8479462,960,0.008592476136982441
1694293903.8499482,961,0.009127740748226643
1694293919.7912796,962,0.013896122574806213
1694293935.713709,963,0.0061684357933700085
1694293952.059313,964,0.008038309402763844
1694293968.0844464,965,0.008754713460803032
1694293984.0758615,966,0.00839761272072792
1694294000.0763147,967,0.006951731629669666
1694294016.0383043,968,0.010344401001930237
1694294032.155475,969,0.0058516147546470165
1694294048.1759887,970,0.007176449988037348
1694294064.3402786,971,0.00835296418517828
1694294080.3519423,972,0.009466242976486683
1694294096.4326315,973,0.0071157608181238174
1694294112.4677777,974,0.009466691873967648
1694294128.31345,975,0.01081397570669651
1694294144.3384812,976,0.011648724786937237
1694294160.4414067,977,0.015547165647149086
1694294176.2698822,978,0.009910542517900467
1694294192.2115893,979,0.013228907249867916
1694294208.117968,980,0.01555370818823576
1694294224.6689343,981,0.006171157583594322
1694294240.6835947,982,0.00784322340041399
1694294256.633046,983,0.008441830053925514
1694294272.6113865,984,0.009254680015146732
1694294288.5541372,985,0.00744849257171154
1694294304.435924,986,0.009700695984065533
1694294320.2248123,987,0.01194913499057293
1694294336.3011477,988,0.02233435958623886
1694294352.6032946,989,0.005256259813904762
1694294368.534971,990,0.007372769061475992
1694294384.6496096,991,0.010596304200589657
1694294401.289588,992,0.011843069456517696
1694294417.2546628,993,0.006694137584418058
1694294433.3071997,994,0.006711805704981089
1694294449.23782,995,0.00796266458928585
1694294465.3038743,996,0.008722983300685883
1694294481.44291,997,0.00936225987970829
1694294497.4389064,998,0.009895553812384605
1694294513.5803924,999,0.010619023814797401
1694294529.4830124,1000,0.012345297262072563
1694294545.3189495,1001,0.005155271850526333
1694294561.2683783,1002,0.0068655372597277164
1694294577.1565366,1003,0.008415581658482552
1694294593.2479873,1004,0.008621390908956528
1694294609.2259517,1005,0.007206145208328962
1694294625.213669,1006,0.011292660608887672
1694294641.2239857,1007,0.014313550665974617
1694294657.2048829,1008,0.01568107306957245
1694294673.1860254,1009,0.006199323106557131
1694294689.2826464,1010,0.009374097920954227
1694294705.4698968,1011,0.01045219600200653
1694294721.4745471,1012,0.010719827376306057
1694294737.4746594,1013,0.006402886006981134
1694294753.3771405,1014,0.007861290127038956
1694294769.1630776,1015,0.00810256414115429
1694294785.2957094,1016,0.005730706732720137
1694294801.323914,1017,0.007142581511288881
1694294817.4730635,1018,0.00799417495727539
1694294833.4795177,1019,0.008749090135097504
1694294849.6967294,1020,0.007230191491544247
1694294865.8945115,1021,0.007703287992626429
1694294882.0957487,1022,0.008839239366352558
1694294898.2345502,1023,0.009472645819187164
1694294914.2756605,1024,0.007278422359377146
1694294930.4951935,1025,0.00881594605743885
1694294946.5550826,1026,0.009478272870182991
1694294962.6232338,1027,0.017602913081645966
1694294979.3029678,1028,0.02059241011738777
1694294995.3816257,1029,0.032606638967990875
1694295011.4862382,1030,0.005582653917372227
1694295027.5665848,1031,0.008813785389065742
1694295043.7234118,1032,0.009545822627842426
1694295059.8209012,1033,0.009151206351816654
1694295076.1174066,1034,0.005287903361022472
1694295092.1531308,1035,0.00784184318035841
1694295108.282469,1036,0.008005773648619652
1694295124.3010993,1037,0.008804420940577984
1694295140.4586058,1038,0.007086947560310364
1694295156.5004792,1039,0.010155103169381618
1694295172.9417305,1040,0.010974948294460773
1694295188.8025494,1041,0.020989032462239265
1694295204.6632395,1042,0.026775384321808815
1694295220.6510756,1043,0.017735734581947327
1694295236.5429204,1044,0.02855539880692959
1694295252.5271153,1045,0.006396667566150427
1694295268.5619295,1046,0.006342305801808834
1694295284.5664227,1047,0.007863838225603104
1694295300.6569808,1048,0.008931946009397507
1694295316.738165,1049,0.0077195013873279095
1694295333.1168337,1050,0.008013652637600899
1694295349.62966,1051,0.010073170065879822
1694295365.853794,1052,0.010338246822357178
1694295381.8558109,1053,0.005195989739149809
1694295397.967253,1054,0.007184076588600874
1694295414.0471923,1055,0.008356930688023567
1694295429.996834,1056,0.00849529355764389
1694295446.0382364,1057,0.006791196297854185
1694295462.3243358,1058,0.010080590844154358
1694295478.2783308,1059,0.010977800004184246
1694295494.1830704,1060,0.011562051251530647
1694295510.4923084,1061,0.006795631721615791
1694295526.5486317,1062,0.009134377352893353
1694295542.675362,1063,0.010009056888520718
1694295558.7594361,1064,0.006543733179569244
1694295575.013898,1065,0.00799782294780016
1694295591.2811048,1066,0.008192376233637333
1694295607.2153792,1067,0.005781049840152264
1694295623.2502613,1068,0.007350226864218712
1694295639.318517,1069,0.009169238619506359
1694295655.3860314,1070,0.01029862742871046
1694295671.4469848,1071,0.021816231310367584
1694295687.5258625,1072,0.012436609715223312
1694295703.3323615,1073,0.014974712394177914
1694295719.3035078,1074,0.0062575144693255424
1694295735.568077,1075,0.006906239315867424
1694295751.596962,1076,0.008051220327615738
1694295767.623674,1077,0.008650476112961769
1694295783.6975608,1078,0.005929156672209501
1694295799.7271636,1079,0.008559748530387878
1694295815.65403,1080,0.010440768674015999
1694295831.6294055,1081,0.009823346510529518
1694295847.699534,1082,0.005332534201443195
1694295863.5733175,1083,0.008204661309719086
1694295879.5087717,1084,0.008779998868703842
1694295895.4454713,1085,0.0091814324259758
1694295911.4991262,1086,0.00762224243953824
1694295927.5303493,1087,0.010429509915411472
1694295943.4933724,1088,0.010948974639177322
1694295959.302968,1089,0.012051476165652275
1694295975.479705,1090,0.006560409441590309
1694295991.4387581,1091,0.008876783773303032
1694296007.5080936,1092,0.009871293790638447
1694296023.4360375,1093,0.014996173791587353
